Player,Versus,BasedOnMinutes,scouting_period,Per90_Average Pass Length,Per90_Avg. Distance of Def. Actions,Per90_Avg. Length of Goal Kicks,Per90_Clean Sheet Percentage,Per90_Clean Sheets,Per90_Corner Kick Goals Against,Per90_Crosses Faced,Per90_Crosses Stopped,Per90_Crosses Stopped %,Per90_Def. Actions Outside Pen. Area,Per90_Draws,Per90_Free Kick Goals Against,Per90_Goal Kicks,Per90_Goals Against,Per90_Launch %,Per90_Launch% (Goal Kicks),Per90_Losses,Per90_Own Goals Scored Against Goalkeeper,Per90_PSxG-GA,Per90_PSxG/SoT,Per90_Pass Completion Percentage (Launched),Per90_Passes Attempted (GK),Per90_Passes Attempted (Launched),Per90_Passes Completed (Launched),Per90_Penalty Kicks Allowed,Per90_Penalty Kicks Attempted,Per90_Penalty Kicks Missed,Per90_Penalty Kicks Saved,Per90_Post-Shot Expected Goals,Per90_Save Percentage,Per90_Save% (Penalty Kicks),Per90_Saves,Per90_Shots on Target Against,Per90_Throws Attempted,Per90_Wins,Percentile_Average Pass Length,Percentile_Avg. Distance of Def. Actions,Percentile_Avg. Length of Goal Kicks,Percentile_Clean Sheet Percentage,Percentile_Clean Sheets,Percentile_Corner Kick Goals Against,Percentile_Crosses Faced,Percentile_Crosses Stopped,Percentile_Crosses Stopped %,Percentile_Def. Actions Outside Pen. Area,Percentile_Draws,Percentile_Free Kick Goals Against,Percentile_Goal Kicks,Percentile_Goals Against,Percentile_Launch %,Percentile_Launch% (Goal Kicks),Percentile_Losses,Percentile_Own Goals Scored Against Goalkeeper,Percentile_PSxG-GA,Percentile_PSxG/SoT,Percentile_Pass Completion Percentage (Launched),Percentile_Passes Attempted (GK),Percentile_Passes Attempted (Launched),Percentile_Passes Completed (Launched),Percentile_Penalty Kicks Allowed,Percentile_Penalty Kicks Attempted,Percentile_Penalty Kicks Missed,Percentile_Penalty Kicks Saved,Percentile_Post-Shot Expected Goals,Percentile_Save Percentage,Percentile_Save% (Penalty Kicks),Percentile_Saves,Percentile_Shots on Target Against,Percentile_Throws Attempted,Percentile_Wins
Sam Johnstone,Goalkeepers,4140,2018-2019 Championship,37.2,16.7,48.9,19.6,0.2,0.17,15.3,0.43,2.8,1.54,0.24,0.02,8.65,1.35,41.4,61.6,0.26,0.04,0.02,0.28,38.6,27.59,16.74,6.46,0.04,0.15,0.07,0.04,1.33,71.0,50.0,3.15,4.5,4.35,0.5,24.0,94.0,19.0,29.0,29.0,45.0,57.0,34.0,28.0,87.0,35.0,56.0,43.0,45.0,22.0,17.0,26.0,33.0,69.0,51.0,83.0,85.0,20.0,50.0,71.0,66.0,94.0,67.0,38.0,56.0,77.0,83.0,78.0,45.0,85.0
Sam Johnstone,Goalkeepers,4140,2019-2020 Championship,40.4,16.5,44.1,30.4,0.3,0.24,12.48,0.22,1.7,1.26,0.37,0.02,7.41,0.98,51.9,56.9,0.15,0.09,0.07,0.27,38.0,24.61,16.98,6.46,0.09,0.11,0.0,0.02,0.96,73.0,20.0,2.39,3.3,3.8,0.48,46.0,86.0,26.0,65.0,71.0,34.0,21.0,8.0,6.0,79.0,86.0,43.0,26.0,89.0,49.0,26.0,4.0,11.0,81.0,23.0,74.0,46.0,34.0,46.0,50.0,50.0,44.0,75.0,89.0,79.0,73.0,41.0,19.0,41.0,86.0
Samuele Perisan,Goalkeepers,450,2018-2019 Serie B,41.8,14.5,58.0,20.0,0.2,0.4,18.6,0.0,0.0,1.0,0.2,0.0,10.0,1.6,54.5,94.0,0.6,0.0,0.1,0.27,36.3,20.2,20.4,7.4,0.2,0.2,0.0,0.0,1.7,75.0,0.0,4.0,5.6,4.8,0.2,73.0,83.0,83.0,27.0,27.0,5.0,81.0,3.0,3.0,89.0,9.0,69.0,70.0,17.0,77.0,92.0,95.0,69.0,70.0,41.0,20.0,33.0,80.0,67.0,34.0,56.0,45.0,30.0,8.0,64.0,30.0,98.0,95.0,36.0,16.0
Samuele Perisan,Goalkeepers,630,2022-2023 Serie A,32.7,11.6,34.3,28.6,0.29,0.29,19.14,0.71,3.7,0.57,0.14,0.0,10.71,1.29,32.0,34.7,0.71,0.0,-0.21,0.31,33.3,21.86,10.71,3.57,0.0,0.0,0.0,0.0,1.07,62.5,,2.14,3.43,5.57,0.14,42.0,8.0,22.0,58.0,58.0,13.0,95.0,68.0,32.0,17.0,12.0,70.0,95.0,52.0,42.0,28.0,98.0,78.0,12.0,95.0,32.0,8.0,38.0,18.0,97.0,3.0,42.0,28.0,58.0,5.0,,22.0,30.0,85.0,12.0
Samuele Perisan,Goalkeepers,2867,2021-2022 Serie B,37.5,11.4,39.9,6.5,0.06,0.09,16.36,1.29,7.9,0.47,0.28,0.03,8.26,1.85,44.4,48.3,0.66,0.0,-0.18,0.3,37.2,22.23,13.85,5.15,0.09,0.09,0.0,0.0,1.65,66.1,0.0,3.33,5.18,6.85,0.06,56.0,21.0,37.0,2.0,2.0,76.0,66.0,92.0,89.0,15.0,44.0,31.0,40.0,5.0,53.0,40.0,92.0,79.0,15.0,84.0,66.0,27.0,40.0,56.0,63.0,21.0,39.0,24.0,5.0,18.0,24.0,76.0,89.0,98.0,5.0
Samuele Perisan,Goalkeepers,3150,2020-2021 Serie B,36.4,10.9,45.0,37.1,0.37,0.14,18.23,0.8,4.4,0.43,0.37,0.0,7.77,0.97,41.9,61.0,0.34,0.03,0.15,0.28,41.3,20.26,13.23,5.46,0.09,0.09,0.0,0.0,1.09,76.2,0.0,2.77,3.71,5.77,0.29,84.0,13.0,84.0,74.0,74.0,43.0,81.0,66.0,54.0,16.0,54.0,75.0,31.0,72.0,81.0,76.0,57.0,22.0,78.0,74.0,56.0,19.0,57.0,66.0,56.0,35.0,37.0,29.0,54.0,72.0,29.0,54.0,37.0,75.0,40.0
Scott Carson,Goalkeepers,2700,vs. Goalkeepers,36.0,12.6,52.8,16.7,0.17,0.13,14.03,0.33,2.4,0.67,0.27,0.03,9.57,1.33,39.8,70.0,0.3,0.07,-0.28,0.27,34.6,28.13,17.9,6.2,0.03,0.03,0.0,0.0,0.98,63.9,0.0,2.33,3.6,4.43,0.43,17.0,45.0,29.0,24.0,26.0,52.0,34.0,16.0,20.0,38.0,43.0,43.0,80.0,50.0,16.0,29.0,38.0,23.0,10.0,35.0,59.0,87.0,27.0,41.0,80.0,13.0,42.0,24.0,87.0,16.0,24.0,20.0,21.0,52.0,71.0
Semuel Pizzignacco,Goalkeepers,1080,Last 365 Days Men's Next 14 Competitions,41.3,12.8,60.7,16.7,0.17,0.58,15.17,0.92,6.0,0.5,0.25,0.0,9.67,1.92,57.6,92.2,0.5,0.0,-0.63,0.28,36.6,24.0,22.75,8.33,0.17,0.17,0.0,0.0,1.28,58.0,0.0,2.25,4.17,2.42,0.25,96.0,32.0,98.0,15.0,15.0,1.0,77.0,69.0,60.0,17.0,38.0,70.0,99.0,7.0,97.0,98.0,87.0,83.0,1.0,40.0,62.0,34.0,99.0,98.0,13.0,71.0,39.0,27.0,55.0,1.0,27.0,6.0,44.0,1.0,20.0
Semuel Pizzignacco,Goalkeepers,3420,2023-2024 Serie B,38.0,13.1,52.6,10.5,0.11,0.34,15.95,0.68,4.3,0.58,0.24,0.0,8.63,1.71,49.3,77.7,0.55,0.03,-0.29,0.27,38.7,24.03,18.55,7.18,0.21,0.24,0.0,0.03,1.4,65.9,11.1,2.68,4.39,3.34,0.21,83.0,64.0,95.0,5.0,5.0,8.0,70.0,20.0,23.0,27.0,23.0,77.0,83.0,8.0,86.0,95.0,92.0,48.0,11.0,52.0,66.0,36.0,89.0,92.0,14.0,89.0,42.0,58.0,17.0,14.0,53.0,55.0,77.0,17.0,11.0
Sergio Herrera,Goalkeepers,1530,2022-2023 La Liga,42.7,18.5,48.3,17.6,0.18,0.18,12.65,0.94,7.4,1.18,0.18,0.06,7.94,1.35,56.0,63.0,0.53,0.06,-0.04,0.28,43.0,27.94,20.65,8.88,0.06,0.24,0.12,0.06,1.26,69.0,50.0,2.82,4.18,3.41,0.29,83.0,95.0,58.0,25.0,25.0,34.0,23.0,70.0,80.0,42.0,19.0,8.0,36.0,36.0,83.0,55.0,86.0,27.0,36.0,58.0,73.0,73.0,83.0,86.0,67.0,83.0,98.0,84.0,42.0,39.0,83.0,58.0,61.0,14.0,39.0
Sergio Herrera,Goalkeepers,1655,2019-2020 La Liga,47.1,16.4,59.2,41.2,0.38,0.22,12.78,0.87,6.8,1.69,0.16,0.11,7.99,1.47,69.3,90.5,0.44,0.0,0.05,0.33,32.9,25.12,24.63,8.1,0.05,0.05,0.0,0.0,1.49,67.5,0.0,2.88,4.35,3.97,0.38,87.0,72.0,80.0,87.0,80.0,13.0,39.0,98.0,98.0,83.0,20.0,6.0,43.0,28.0,87.0,83.0,69.0,74.0,69.0,87.0,20.0,72.0,94.0,80.0,83.0,9.0,44.0,24.0,13.0,22.0,24.0,72.0,76.0,46.0,57.0
Sergio Herrera,Goalkeepers,2340,2024-2025 La Liga,38.0,19.9,51.7,19.2,0.19,0.12,14.12,1.08,7.6,2.5,0.46,0.04,7.04,1.42,43.7,71.0,0.27,0.04,0.14,0.3,45.3,27.0,16.81,7.62,0.12,0.12,0.0,0.0,1.53,72.8,0.0,3.42,4.81,3.69,0.27,74.0,95.0,67.0,28.0,31.0,57.0,67.0,81.0,84.0,91.0,98.0,28.0,78.0,36.0,78.0,74.0,29.0,41.0,78.0,60.0,95.0,47.0,78.0,95.0,57.0,33.0,45.0,36.0,22.0,67.0,36.0,91.0,84.0,36.0,24.0
Sergio Herrera,Goalkeepers,2869,2023-2024 La Liga,40.4,16.4,51.2,29.0,0.28,0.19,14.68,0.91,6.2,1.35,0.22,0.0,6.96,1.47,52.0,71.2,0.41,0.0,-0.09,0.34,42.9,30.15,20.64,8.85,0.0,0.03,0.0,0.03,1.43,63.6,100.0,2.64,4.14,3.14,0.38,76.0,83.0,72.0,57.0,54.0,24.0,69.0,65.0,63.0,83.0,24.0,59.0,50.0,28.0,76.0,72.0,61.0,80.0,24.0,94.0,89.0,83.0,83.0,87.0,91.0,17.0,37.0,80.0,24.0,13.0,91.0,35.0,54.0,9.0,65.0
Sergio Herrera,Goalkeepers,2958,2020-2021 La Liga,48.0,17.5,61.1,31.3,0.3,0.15,16.22,0.88,5.4,2.1,0.24,0.0,7.88,1.22,72.5,94.2,0.43,0.06,0.05,0.28,43.7,27.14,27.11,11.84,0.12,0.21,0.03,0.06,1.2,71.4,33.3,2.62,3.83,2.49,0.3,89.0,74.0,89.0,63.0,63.0,27.0,92.0,95.0,82.0,95.0,37.0,69.0,69.0,56.0,92.0,95.0,66.0,27.0,76.0,42.0,82.0,76.0,98.0,98.0,53.0,63.0,85.0,85.0,47.0,69.0,76.0,73.0,63.0,11.0,47.0
Sergio Herrera,Goalkeepers,3240,2021-2022 La Liga,46.5,18.1,58.5,33.3,0.33,0.28,14.69,0.64,4.3,1.78,0.28,0.0,8.5,1.33,69.0,85.6,0.39,0.03,0.03,0.29,45.6,23.67,23.61,10.78,0.11,0.19,0.0,0.08,1.34,70.1,42.9,2.69,4.08,2.17,0.33,95.0,96.0,95.0,55.0,55.0,9.0,48.0,34.0,32.0,91.0,45.0,59.0,77.0,41.0,95.0,98.0,55.0,41.0,48.0,66.0,88.0,45.0,98.0,98.0,43.0,70.0,43.0,91.0,41.0,39.0,86.0,55.0,52.0,2.0,55.0
Sergio Herrera,Goalkeepers,3240,"Last 365 Days Men's Big 5 Leagues, UCL, UEL",38.4,19.0,51.2,19.4,0.19,0.11,14.0,1.08,7.7,2.22,0.36,0.03,6.81,1.5,45.3,70.6,0.36,0.03,0.1,0.31,45.8,28.47,17.69,8.11,0.08,0.08,0.0,0.0,1.57,70.7,0.0,3.36,4.83,3.78,0.28,90.0,98.0,81.0,27.0,31.0,66.0,56.0,79.0,78.0,99.0,92.0,34.0,77.0,33.0,86.0,89.0,54.0,62.0,70.0,73.0,98.0,43.0,87.0,97.0,63.0,20.0,42.0,26.0,23.0,50.0,26.0,79.0,75.0,28.0,25.0
Simone Perilli,Goalkeepers,1620,vs. Goalkeepers,39.6,13.7,44.6,22.2,0.22,0.39,19.61,0.67,3.4,0.78,0.44,0.06,8.61,1.72,49.1,61.3,0.28,0.0,-0.42,0.27,44.8,23.89,17.0,7.61,0.11,0.11,0.0,0.0,1.31,64.6,0.0,2.83,4.56,5.17,0.28,93.0,72.0,81.0,28.0,31.0,7.0,96.0,46.0,29.0,65.0,88.0,21.0,60.0,4.0,93.0,81.0,46.0,66.0,4.0,53.0,87.0,63.0,93.0,93.0,38.0,46.0,37.0,29.0,31.0,4.0,29.0,57.0,75.0,37.0,31.0
Simone Scuffet,Goalkeepers,540,2017-2018 Serie A,38.6,11.1,51.3,16.7,0.17,0.33,13.33,0.17,1.3,0.33,0.0,0.0,7.0,1.83,51.3,81.0,0.83,0.17,-0.25,0.28,30.1,19.17,15.5,4.67,0.0,0.17,0.0,0.17,1.42,59.3,100.0,2.67,4.5,3.83,0.17,63.0,17.0,80.0,20.0,20.0,13.0,31.0,6.0,9.0,6.0,4.0,83.0,13.0,13.0,76.0,80.0,94.0,2.0,6.0,54.0,2.0,6.0,50.0,28.0,94.0,50.0,37.0,98.0,39.0,6.0,94.0,31.0,54.0,24.0,13.0
Simone Scuffet,Goalkeepers,810,2018-2019 Serie A,36.0,10.0,46.0,22.2,0.22,0.0,15.78,0.22,1.4,0.44,0.22,0.0,10.33,1.44,44.4,68.8,0.56,0.0,0.04,0.33,46.4,19.0,15.56,7.22,0.11,0.11,0.0,0.0,1.49,68.4,0.0,2.78,4.22,3.67,0.22,65.0,15.0,58.0,28.0,28.0,97.0,58.0,17.0,10.0,22.0,30.0,72.0,88.0,32.0,75.0,68.0,88.0,80.0,60.0,98.0,85.0,5.0,75.0,78.0,55.0,30.0,40.0,30.0,25.0,18.0,30.0,45.0,52.0,22.0,22.0
Simone Scuffet,Goalkeepers,1170,2024-2025 Serie A,35.5,11.8,42.3,7.7,0.08,0.46,14.54,0.46,3.2,0.54,0.23,0.0,7.62,1.77,42.0,53.5,0.54,0.0,-0.2,0.28,39.2,23.46,13.92,5.46,0.38,0.38,0.0,0.0,1.57,67.9,0.0,2.54,4.31,3.85,0.23,78.0,40.0,43.0,9.0,9.0,2.0,71.0,19.0,16.0,22.0,33.0,59.0,88.0,16.0,88.0,50.0,84.0,81.0,26.0,50.0,67.0,5.0,71.0,74.0,9.0,91.0,43.0,29.0,12.0,40.0,29.0,40.0,71.0,57.0,31.0
Simone Scuffet,Goalkeepers,2249,"Last 365 Days Men's Big 5 Leagues, UCL, UEL",37.8,11.9,45.6,12.5,0.12,0.32,16.13,0.6,3.7,0.52,0.28,0.08,7.48,1.72,46.2,61.0,0.44,0.04,-0.18,0.3,34.9,22.17,14.81,5.16,0.24,0.24,0.0,0.0,1.48,65.1,0.0,2.56,4.24,3.2,0.28,86.0,21.0,60.0,9.0,8.0,3.0,84.0,23.0,11.0,8.0,65.0,4.0,90.0,18.0,87.0,62.0,73.0,49.0,12.0,61.0,45.0,7.0,67.0,68.0,6.0,87.0,42.0,25.0,33.0,14.0,25.0,25.0,48.0,11.0,27.0
Simone Scuffet,Goalkeepers,2789,2023-2024 Serie A,37.1,12.1,46.9,10.0,0.1,0.29,15.55,0.71,4.6,0.65,0.32,0.1,7.84,1.77,43.3,64.2,0.42,0.06,-0.24,0.33,35.6,22.07,14.59,5.2,0.1,0.1,0.0,0.0,1.46,59.7,0.0,2.45,4.16,3.42,0.26,80.0,28.0,77.0,14.0,14.0,8.0,67.0,58.0,50.0,52.0,67.0,5.0,86.0,20.0,80.0,80.0,64.0,30.0,20.0,88.0,52.0,11.0,77.0,80.0,52.0,14.0,36.0,27.0,23.0,5.0,27.0,39.0,61.0,11.0,36.0
Simone Scuffet,Goalkeepers,2880,2019-2020 Serie B,31.9,13.9,39.7,40.6,0.41,0.13,14.47,0.34,2.4,0.91,0.28,0.06,7.56,0.88,31.8,54.5,0.25,0.0,-0.07,0.26,46.6,28.41,13.16,6.13,0.09,0.09,0.0,0.0,0.81,72.5,0.0,1.97,2.84,4.22,0.47,23.0,55.0,41.0,91.0,95.0,48.0,23.0,16.0,18.0,73.0,55.0,34.0,9.0,95.0,23.0,52.0,14.0,70.0,20.0,36.0,84.0,88.0,38.0,59.0,66.0,23.0,45.0,27.0,98.0,43.0,27.0,5.0,2.0,16.0,84.0
Stefan Ortega,Goalkeepers,180,2022-2023 Champions League,21.3,23.1,26.9,50.0,0.5,0.5,2.5,0.5,20.0,2.5,0.5,0.0,5.0,0.5,9.5,10.0,0.0,0.0,0.05,0.18,60.0,21.0,2.5,1.5,0.0,0.0,0.0,0.0,0.55,83.3,,2.5,3.0,3.0,0.5,3.0,95.0,29.0,73.0,74.0,6.0,1.0,37.0,99.0,99.0,88.0,53.0,21.0,91.0,6.0,12.0,8.0,58.0,35.0,5.0,97.0,16.0,3.0,9.0,74.0,21.0,47.0,38.0,97.0,85.0,,27.0,12.0,7.0,69.0
Stefan Ortega,Goalkeepers,180,2024-2025 Champions League,23.2,18.2,27.2,100.0,1.0,0.0,4.5,0.5,11.1,1.0,0.0,0.0,2.5,0.0,7.3,0.0,0.0,0.0,0.05,0.09,0.0,20.5,1.5,0.0,0.0,0.0,0.0,0.0,0.05,100.0,,0.5,0.5,1.5,1.0,5.0,95.0,14.0,98.0,98.0,77.0,1.0,39.0,80.0,60.0,26.0,58.0,6.0,98.0,1.0,2.0,7.0,59.0,51.0,1.0,1.0,13.0,1.0,1.0,73.0,24.0,47.0,42.0,99.0,98.0,,2.0,1.0,1.0,96.0
Stefan Ortega,Goalkeepers,270,2023-2024 Champions League,25.8,19.9,49.8,0.0,0.0,0.33,6.0,0.0,0.0,2.67,0.33,0.0,4.33,2.33,18.9,61.5,0.0,0.33,-0.53,0.31,44.7,53.0,12.67,5.67,0.0,0.0,0.0,0.0,1.47,50.0,,2.67,4.67,6.0,0.67,19.0,94.0,92.0,21.0,21.0,18.0,4.0,8.0,8.0,94.0,77.0,58.0,22.0,12.0,29.0,86.0,6.0,5.0,4.0,55.0,71.0,99.0,71.0,81.0,74.0,22.0,46.0,44.0,55.0,6.0,,42.0,53.0,95.0,91.0
Stefan Ortega,Goalkeepers,635,2023-2024 Premier League,27.9,16.8,34.4,60.0,0.43,0.14,9.21,0.85,9.2,1.84,0.14,0.0,2.69,0.99,24.7,36.8,0.0,0.0,0.28,0.33,41.2,35.01,9.64,3.97,0.0,0.0,0.0,0.0,1.28,74.1,,2.83,3.83,3.4,0.57,30.0,67.0,17.0,98.0,95.0,80.0,11.0,42.0,77.0,80.0,17.0,64.0,2.0,89.0,39.0,20.0,5.0,86.0,92.0,89.0,83.0,61.0,27.0,52.0,92.0,6.0,45.0,41.0,70.0,89.0,,30.0,20.0,14.0,73.0
Stefan Ortega,Goalkeepers,720,2024-2025 Premier League,24.8,17.2,25.4,25.0,0.25,0.13,10.75,0.25,2.3,1.13,0.38,0.0,5.25,1.25,17.8,28.6,0.25,0.0,0.05,0.31,50.0,32.25,7.25,3.63,0.13,0.13,0.0,0.0,1.3,73.5,0.0,3.0,4.25,4.25,0.38,9.0,94.0,13.0,67.0,67.0,54.0,13.0,6.0,6.0,46.0,80.0,63.0,50.0,69.0,9.0,17.0,35.0,70.0,43.0,52.0,98.0,46.0,13.0,39.0,39.0,59.0,50.0,37.0,74.0,76.0,37.0,50.0,43.0,43.0,50.0
Stefan Ortega,Goalkeepers,1452,"Last 365 Days Men's Big 5 Leagues, UCL, UEL",25.7,16.5,31.4,46.7,0.43,0.12,9.3,0.5,5.3,1.24,0.31,0.0,4.59,1.05,19.4,33.8,0.12,0.06,0.11,0.3,45.9,30.93,7.56,3.47,0.06,0.06,0.0,0.0,1.1,72.9,0.0,2.67,3.66,3.84,0.5,6.0,90.0,7.0,95.0,94.0,59.0,4.0,17.0,34.0,68.0,68.0,70.0,18.0,88.0,14.0,14.0,5.0,27.0,76.0,67.0,98.0,56.0,13.0,28.0,76.0,11.0,40.0,27.0,81.0,68.0,27.0,29.0,18.0,28.0,75.0
Stefan Ortega,Goalkeepers,2790,2018-2019 2. Bundesliga,38.2,14.3,53.7,22.6,0.23,0.23,12.06,0.77,6.4,1.13,0.29,0.06,6.87,1.48,44.3,73.2,0.29,0.0,-0.08,0.31,49.0,49.1,26.81,13.13,0.1,0.1,0.0,0.0,1.41,68.1,0.0,2.87,4.35,3.9,0.42,52.0,65.0,65.0,48.0,48.0,25.0,2.0,73.0,81.0,69.0,46.0,27.0,2.0,44.0,46.0,52.0,33.0,75.0,31.0,54.0,81.0,98.0,94.0,98.0,54.0,40.0,46.0,29.0,65.0,33.0,29.0,40.0,35.0,35.0,73.0
Stefan Ortega,Goalkeepers,2970,2021-2022 Bundesliga,39.2,18.6,46.9,18.2,0.18,0.18,16.0,0.33,2.1,1.39,0.39,0.03,9.61,1.61,49.6,58.0,0.48,0.06,0.15,0.28,45.7,43.88,27.33,12.48,0.21,0.21,0.0,0.0,1.69,73.9,0.0,3.79,5.33,2.76,0.12,86.0,80.0,70.0,38.0,38.0,46.0,84.0,12.0,4.0,46.0,90.0,44.0,98.0,50.0,86.0,58.0,70.0,42.0,90.0,36.0,90.0,98.0,94.0,94.0,14.0,82.0,42.0,36.0,18.0,98.0,36.0,94.0,86.0,2.0,10.0
Stefan Ortega,Goalkeepers,3060,2017-2018 2. Bundesliga,40.1,14.9,56.5,32.4,0.32,0.15,14.41,1.88,13.1,2.06,0.35,0.03,7.53,1.38,52.3,81.3,0.29,0.03,0.04,0.28,43.8,41.15,27.65,12.12,0.06,0.06,0.0,0.0,1.39,72.2,0.0,3.41,4.76,4.24,0.35,70.0,86.0,74.0,90.0,90.0,76.0,34.0,94.0,98.0,94.0,70.0,56.0,10.0,58.0,74.0,74.0,30.0,66.0,50.0,28.0,78.0,98.0,98.0,98.0,78.0,16.0,46.0,24.0,50.0,64.0,24.0,74.0,74.0,42.0,46.0
Stefan Ortega,Goalkeepers,3060,2019-2020 2. Bundesliga,33.7,16.9,44.1,41.2,0.41,0.15,13.5,0.56,4.1,1.24,0.41,0.0,7.62,0.88,33.6,56.4,0.06,0.0,0.23,0.26,46.5,63.26,25.53,11.88,0.09,0.12,0.0,0.03,1.11,79.2,25.0,2.91,3.82,3.79,0.53,40.0,71.0,52.0,94.0,94.0,81.0,19.0,48.0,65.0,56.0,85.0,71.0,15.0,98.0,31.0,60.0,2.0,83.0,94.0,25.0,81.0,98.0,94.0,94.0,73.0,23.0,40.0,44.0,85.0,98.0,54.0,40.0,27.0,15.0,98.0
Stefan Ortega,Goalkeepers,3060,2020-2021 Bundesliga,38.6,16.8,49.1,32.4,0.32,0.15,15.44,0.5,3.2,1.29,0.24,0.0,7.35,1.53,45.9,63.2,0.5,0.03,0.09,0.29,46.5,49.94,27.59,12.82,0.15,0.18,0.0,0.03,1.59,72.4,16.7,3.47,5.0,3.56,0.26,93.0,69.0,93.0,83.0,83.0,50.0,79.0,52.0,48.0,69.0,31.0,71.0,45.0,55.0,93.0,88.0,71.0,69.0,98.0,62.0,88.0,98.0,98.0,98.0,45.0,38.0,38.0,38.0,21.0,93.0,45.0,79.0,79.0,12.0,31.0
Stefano Turati,Goalkeepers,1914,2021-2022 Serie B,35.9,14.7,45.1,38.1,0.38,0.14,18.43,0.75,4.1,0.99,0.14,0.0,8.93,1.36,42.9,62.6,0.47,0.0,0.15,0.29,45.5,25.53,16.55,7.52,0.14,0.19,0.0,0.05,1.51,74.3,25.0,3.34,4.75,5.41,0.38,42.0,69.0,69.0,76.0,76.0,47.0,92.0,47.0,27.0,47.0,8.0,74.0,69.0,42.0,47.0,69.0,73.0,79.0,73.0,76.0,95.0,69.0,69.0,98.0,47.0,63.0,39.0,66.0,24.0,60.0,68.0,79.0,76.0,73.0,63.0
Stefano Turati,Goalkeepers,1956,2024-2025 Serie A,34.8,14.0,46.8,9.5,0.09,0.37,14.45,0.74,5.1,0.97,0.28,0.0,4.97,1.66,40.3,63.0,0.64,0.05,-0.12,0.3,41.4,30.92,15.78,6.53,0.09,0.18,0.0,0.09,1.5,65.3,50.0,2.81,4.51,3.5,0.09,71.0,69.0,72.0,12.0,12.0,9.0,64.0,50.0,33.0,74.0,53.0,59.0,53.0,19.0,79.0,84.0,98.0,40.0,36.0,76.0,71.0,57.0,81.0,98.0,57.0,64.0,43.0,91.0,26.0,29.0,78.0,64.0,78.0,40.0,2.0
Stefano Turati,Goalkeepers,2541,"Last 365 Days Men's Big 5 Leagues, UCL, UEL",35.1,13.8,49.1,14.8,0.14,0.35,13.71,0.64,4.7,0.78,0.35,0.0,4.92,1.52,40.9,66.9,0.57,0.04,-0.01,0.29,36.2,29.36,15.44,5.6,0.11,0.18,0.0,0.07,1.48,68.5,40.0,3.01,4.57,3.75,0.11,70.0,51.0,70.0,17.0,14.0,2.0,50.0,25.0,22.0,28.0,89.0,72.0,33.0,29.0,75.0,80.0,92.0,51.0,40.0,47.0,54.0,50.0,74.0,76.0,51.0,66.0,42.0,89.0,34.0,33.0,80.0,57.0,65.0,28.0,1.0
Stefano Turati,Goalkeepers,2745,2023-2024 Serie A,29.2,13.7,38.8,13.3,0.13,0.33,13.51,0.59,4.4,0.62,0.3,0.0,4.72,1.9,27.3,45.1,0.52,0.03,-0.31,0.28,22.8,30.13,10.36,2.36,0.16,0.23,0.03,0.03,1.56,64.7,16.7,3.08,4.98,4.82,0.2,20.0,61.0,42.0,17.0,17.0,5.0,52.0,42.0,42.0,42.0,64.0,67.0,11.0,14.0,36.0,45.0,80.0,42.0,11.0,70.0,5.0,70.0,42.0,8.0,33.0,77.0,77.0,77.0,11.0,23.0,56.0,73.0,83.0,73.0,20.0
Stefano Turati,Goalkeepers,3330,2022-2023 Serie B,34.8,15.0,46.1,54.1,0.54,0.03,14.62,1.19,8.1,1.14,0.22,0.0,7.49,0.65,38.9,60.3,0.16,0.0,0.05,0.22,30.2,23.59,13.7,4.14,0.08,0.11,0.0,0.03,0.69,78.6,25.0,1.97,2.65,4.97,0.62,29.0,73.0,63.0,89.0,92.0,92.0,34.0,63.0,77.0,79.0,15.0,68.0,24.0,95.0,34.0,60.0,10.0,73.0,53.0,3.0,8.0,63.0,37.0,11.0,74.0,21.0,47.0,52.0,98.0,85.0,55.0,11.0,8.0,60.0,95.0
Steve Mandanda,Goalkeepers,540,2020-2021 Champions League,31.7,16.2,37.0,0.0,0.0,0.33,8.33,0.17,2.0,0.83,0.0,0.0,6.33,2.17,36.8,47.4,0.83,0.17,-0.27,0.36,27.4,34.83,15.83,4.33,0.33,0.33,0.0,0.0,1.73,56.0,0.0,2.17,4.17,3.0,0.17,48.0,61.0,55.0,18.0,18.0,10.0,13.0,22.0,28.0,50.0,16.0,60.0,43.0,17.0,67.0,62.0,89.0,12.0,23.0,84.0,9.0,79.0,72.0,60.0,39.0,61.0,48.0,49.0,35.0,11.0,49.0,22.0,38.0,10.0,28.0
Steve Mandanda,Goalkeepers,621,2022-2023 Europa League,34.2,10.8,51.1,16.7,0.15,0.0,10.66,0.61,5.7,0.3,0.3,0.0,6.09,1.22,35.6,72.5,0.15,0.15,-0.09,0.29,36.7,29.54,14.92,5.48,0.3,0.3,0.0,0.0,0.96,62.5,0.0,1.37,2.44,3.2,0.61,55.0,16.0,83.0,45.0,41.0,79.0,31.0,53.0,51.0,17.0,71.0,55.0,23.0,57.0,53.0,87.0,13.0,17.0,35.0,60.0,61.0,63.0,59.0,65.0,13.0,85.0,49.0,46.0,83.0,16.0,46.0,5.0,5.0,11.0,89.0
